collection_id,property_id,property_name,collection_date,route_id,bags_collected,missed_pickups,completion_time,collector_id,region,ingested_at,processed_at
C005428,P008,Harbor Pointe,2025-04-02,R17,117,0,17:25,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005446,P003,Green Oaks,2025-05-06,R15,105,0,21:47,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005456,P006,Cedar Park,2025-01-16,R23,57,1,14:21,D08,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005477,P008,Harbor Pointe,2025-05-30,R10,60,0,19:19,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005479,P002,Maple Court,2025-03-06,R20,109,0,17:11,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005498,P008,Harbor Pointe,2025-03-28,R16,160,1,20:13,D08,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005507,P004,Birchwood Commons,2025-05-31,R20,94,0,19:01,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005514,P002,Maple Court,2025-03-09,R11,109,0,16:35,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005525,P008,Harbor Pointe,2025-04-24,R17,72,0,21:50,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005543,P006,Cedar Park,2025-01-29,R19,156,0,20:03,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005561,P001,Sunset Ridge,2025-01-29,R10,155,1,21:58,D16,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005582,P008,Harbor Pointe,2025-01-01,R24,44,1,20:17,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005606,P003,Green Oaks,2025-02-20,R22,145,0,17:15,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005607,P007,Willow Creek,2025-01-27,R10,138,0,16:20,D01,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005622,P006,Cedar Park,2025-02-19,R18,88,0,21:58,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005632,P001,Sunset Ridge,2025-04-15,R18,79,0,14:58,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005638,P005,Lakeview Terrace,2025-01-26,R11,69,0,22:10,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005653,P005,Lakeview Terrace,2025-01-24,R10,121,0,16:22,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005665,P004,Birchwood Commons,2025-06-08,R20,139,0,18:06,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005708,P007,Willow Creek,2025-04-05,R15,135,0,21:56,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005710,P001,Sunset Ridge,2025-05-14,R22,136,0,16:15,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005719,P007,Willow Creek,2025-05-26,R20,46,2,22:29,D09,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005737,P002,Maple Court,2025-03-16,R16,154,0,20:55,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005761,P002,Maple Court,2025-02-06,R16,98,1,19:54,D01,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005769,P004,Birchwood Commons,2025-01-04,R22,75,0,20:53,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005819,P003,Green Oaks,2025-03-06,R21,130,0,21:07,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005847,P006,Cedar Park,2025-03-04,R21,142,0,19:26,D16,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005872,P004,Birchwood Commons,2025-05-23,R24,69,1,21:41,D05,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005873,P002,Maple Court,2025-06-12,R18,49,0,19:22,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005879,P004,Birchwood Commons,2025-02-14,R17,118,0,17:38,D18,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005917,P005,Lakeview Terrace,2025-03-20,R15,53,0,16:51,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005929,P007,Willow Creek,2025-01-31,R16,102,0,18:49,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005943,P007,Willow Creek,2025-03-01,R13,141,1,22:07,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005956,P005,Lakeview Terrace,2025-01-24,R22,81,0,21:25,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005975,P005,Lakeview Terrace,2025-01-10,R20,133,0,17:11,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005997,P005,Lakeview Terrace,2025-04-07,R13,44,1,22:24,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005001,P001,Sunset Ridge,2025-05-29,R17,66,0,22:32,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005002,P004,Birchwood Commons,2025-04-11,R20,79,0,21:18,D08,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005003,P001,Sunset Ridge,2025-05-27,R18,117,0,18:06,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005007,P003,Green Oaks,2025-01-04,R20,113,0,18:04,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005013,P004,Birchwood Commons,2025-05-11,R12,128,0,17:40,D20,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005025,P007,Willow Creek,2025-03-24,R20,147,0,14:45,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005099,P008,Harbor Pointe,2025-05-06,R23,99,0,14:17,D19,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005141,P006,Cedar Park,2025-03-17,R12,92,0,15:20,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005152,P003,Green Oaks,2025-03-05,R12,148,0,18:57,D15,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005159,P001,Sunset Ridge,2025-06-27,R15,88,1,17:21,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005168,P006,Cedar Park,2025-01-06,R23,47,0,18:15,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005183,P006,Cedar Park,2025-03-10,R20,67,0,18:06,D10,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005196,P005,Lakeview Terrace,2025-04-05,R17,136,0,21:03,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005200,P002,Maple Court,2025-04-17,R23,68,1,19:39,D10,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005207,P006,Cedar Park,2025-03-24,R11,72,0,14:36,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005232,P003,Green Oaks,2025-05-02,R21,115,0,20:38,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005251,P008,Harbor Pointe,2025-02-28,R19,154,0,16:09,D14,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005254,P001,Sunset Ridge,2025-01-30,R15,156,0,14:16,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005270,P006,Cedar Park,2025-06-06,R24,156,2,22:01,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005285,P007,Willow Creek,2025-01-12,R17,63,0,15:49,D05,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005291,P004,Birchwood Commons,2025-04-19,R18,90,0,20:21,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005299,P007,Willow Creek,2025-05-14,R22,127,0,15:05,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005313,P002,Maple Court,2025-06-23,R15,46,0,15:24,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005324,P008,Harbor Pointe,2025-05-21,R13,116,1,20:59,D11,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005330,P005,Lakeview Terrace,2025-05-28,R24,56,0,19:49,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005341,P004,Birchwood Commons,2025-04-23,R22,63,0,14:12,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005374,P005,Lakeview Terrace,2025-01-20,R12,137,3,20:25,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005380,P005,Lakeview Terrace,2025-03-03,R11,70,0,14:09,D06,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005384,P008,Harbor Pointe,2025-02-08,R23,127,0,21:44,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005394,P004,Birchwood Commons,2025-04-27,R15,100,0,20:22,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005426,P008,Harbor Pointe,2025-03-08,R11,119,0,18:09,D11,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005434,P003,Green Oaks,2025-02-02,R24,44,0,22:30,D08,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005449,P007,Willow Creek,2025-01-16,R13,137,0,17:05,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005467,P005,Lakeview Terrace,2025-01-13,R10,42,0,18:45,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005490,P004,Birchwood Commons,2025-03-29,R11,97,0,20:55,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005529,P008,Harbor Pointe,2025-06-30,R22,53,2,15:08,D20,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005535,P008,Harbor Pointe,2025-05-26,R15,93,0,14:51,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005563,P001,Sunset Ridge,2025-05-04,R16,94,0,21:08,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005598,P003,Green Oaks,2025-01-11,R20,87,0,16:54,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005603,P005,Lakeview Terrace,2025-06-27,R15,93,3,22:48,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005609,P005,Lakeview Terrace,2025-04-08,R17,45,0,21:41,D05,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005615,P003,Green Oaks,2025-02-18,R18,123,0,15:56,D14,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005618,P001,Sunset Ridge,2025-04-07,R16,109,0,15:43,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005655,P003,Green Oaks,2025-06-21,R24,95,0,19:03,D11,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005657,P006,Cedar Park,2025-01-04,R21,113,0,19:12,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005690,P001,Sunset Ridge,2025-04-08,R12,54,0,14:51,D01,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005691,P007,Willow Creek,2025-02-13,R14,124,0,19:56,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005702,P006,Cedar Park,2025-06-15,R20,54,0,22:09,D12,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005717,P005,Lakeview Terrace,2025-03-26,R11,55,0,21:42,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005725,P001,Sunset Ridge,2025-06-01,R11,143,3,17:54,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005728,P002,Maple Court,2025-06-05,R20,70,0,21:05,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005741,P005,Lakeview Terrace,2025-06-29,R10,44,0,17:03,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005748,P006,Cedar Park,2025-03-02,R21,87,0,18:12,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005773,P003,Green Oaks,2025-05-13,R11,88,1,16:37,D17,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005776,P007,Willow Creek,2025-06-16,R24,62,3,19:40,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005794,P007,Willow Creek,2025-03-24,R23,121,0,16:09,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005860,P004,Birchwood Commons,2025-03-20,R11,123,0,15:49,D13,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005862,P001,Sunset Ridge,2025-02-27,R11,78,0,22:42,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005868,P002,Maple Court,2025-06-26,R13,97,0,16:48,D05,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005869,P001,Sunset Ridge,2025-05-14,R14,83,1,14:41,D08,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005882,P007,Willow Creek,2025-03-04,R19,106,1,16:15,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005904,P008,Harbor Pointe,2025-01-09,R22,86,0,18:11,D12,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005950,P007,Willow Creek,2025-01-05,R15,43,0,18:40,D12,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005954,P002,Maple Court,2025-04-19,R20,143,0,16:30,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005964,P007,Willow Creek,2025-06-11,R12,146,1,22:42,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005974,P008,Harbor Pointe,2025-01-13,R13,41,3,19:43,D07,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005998,P004,Birchwood Commons,2025-02-07,R11,90,0,21:08,D07,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005040,P003,Green Oaks,2025-01-24,R24,129,1,17:08,D17,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005041,P004,Birchwood Commons,2025-04-11,R20,114,0,18:55,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005062,P001,Sunset Ridge,2025-03-21,R16,89,0,21:34,D18,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005082,P004,Birchwood Commons,2025-01-31,R17,102,0,16:06,D02,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005085,P005,Lakeview Terrace,2025-04-02,R24,107,0,20:21,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005137,P002,Maple Court,2025-03-13,R21,150,0,20:36,D09,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005160,P003,Green Oaks,2025-06-01,R11,139,0,17:04,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005188,P003,Green Oaks,2025-03-05,R16,42,1,15:41,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005198,P007,Willow Creek,2025-04-15,R21,125,0,21:37,D10,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005216,P001,Sunset Ridge,2025-04-16,R17,147,0,18:25,D13,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005233,P003,Green Oaks,2025-03-25,R23,160,0,21:00,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005243,P005,Lakeview Terrace,2025-04-16,R23,134,0,21:17,D14,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005279,P002,Maple Court,2025-06-09,R21,84,0,20:31,D04,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005281,P008,Harbor Pointe,2025-05-22,R20,44,0,22:42,D17,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005307,P007,Willow Creek,2025-03-08,R16,129,0,17:42,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005308,P005,Lakeview Terrace,2025-01-11,R15,67,1,22:01,D09,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005343,P001,Sunset Ridge,2025-03-29,R24,66,0,22:43,D18,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005350,P003,Green Oaks,2025-04-12,R16,156,0,16:51,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005383,P001,Sunset Ridge,2025-01-21,R15,100,0,15:31,D11,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005432,P006,Cedar Park,2025-05-02,R22,126,0,14:11,D09,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005463,P007,Willow Creek,2025-01-13,R20,103,0,19:38,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005478,P005,Lakeview Terrace,2025-04-16,R14,88,0,20:18,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005504,P005,Lakeview Terrace,2025-05-19,R13,128,0,19:02,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005550,P001,Sunset Ridge,2025-04-08,R11,112,0,21:42,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005569,P003,Green Oaks,2025-01-24,R15,136,0,20:51,D05,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005572,P004,Birchwood Commons,2025-06-17,R17,47,0,17:57,D12,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005585,P001,Sunset Ridge,2025-01-04,R12,148,0,21:27,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005600,P002,Maple Court,2025-01-21,R13,101,0,17:39,D10,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005605,P008,Harbor Pointe,2025-05-17,R24,92,0,17:15,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005629,P002,Maple Court,2025-02-12,R23,101,3,19:24,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005633,P001,Sunset Ridge,2025-04-13,R22,54,0,19:28,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005661,P003,Green Oaks,2025-06-18,R19,103,0,21:45,D09,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005673,P004,Birchwood Commons,2025-04-17,R11,160,2,17:37,D11,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005682,P003,Green Oaks,2025-05-07,R21,123,0,17:39,D19,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005698,P005,Lakeview Terrace,2025-03-21,R14,123,2,18:51,D04,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005721,P008,Harbor Pointe,2025-05-19,R17,148,0,22:32,D17,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005734,P004,Birchwood Commons,2025-03-26,R19,72,0,16:31,D18,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005747,P005,Lakeview Terrace,2025-05-17,R23,126,0,16:27,D17,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005758,P006,Cedar Park,2025-05-13,R21,84,0,22:28,D06,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005786,P008,Harbor Pointe,2025-01-17,R14,99,1,16:38,D03,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005791,P001,Sunset Ridge,2025-01-07,R23,73,0,15:24,D12,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005808,P005,Lakeview Terrace,2025-04-03,R16,106,0,17:41,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005810,P005,Lakeview Terrace,2025-05-11,R16,150,1,18:41,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005816,P007,Willow Creek,2025-02-20,R15,94,1,22:56,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005828,P008,Harbor Pointe,2025-03-07,R16,63,1,16:34,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005829,P008,Harbor Pointe,2025-03-18,R15,74,2,14:06,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005832,P007,Willow Creek,2025-05-20,R20,124,0,19:27,D04,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005889,P003,Green Oaks,2025-02-26,R22,97,1,21:26,D01,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005897,P001,Sunset Ridge,2025-03-10,R12,84,0,20:31,D02,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005908,P005,Lakeview Terrace,2025-05-03,R11,46,0,20:00,D01,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005920,P006,Cedar Park,2025-02-20,R15,146,0,21:38,D20,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005924,P008,Harbor Pointe,2025-04-13,R16,102,0,19:51,D19,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005927,P005,Lakeview Terrace,2025-01-08,R15,73,1,14:59,D06,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005935,P003,Green Oaks,2025-03-06,R18,100,0,18:57,D02,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005952,P006,Cedar Park,2025-02-25,R12,143,0,18:00,D09,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005992,P007,Willow Creek,2025-01-22,R16,124,3,20:17,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005995,P007,Willow Creek,2025-06-16,R11,121,0,22:14,D06,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005030,P008,Harbor Pointe,2025-06-29,R15,105,0,20:03,D08,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005047,P006,Cedar Park,2025-01-24,R10,107,0,20:11,D18,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005048,P005,Lakeview Terrace,2025-05-18,R20,66,0,18:28,D13,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005058,P006,Cedar Park,2025-02-08,R11,137,0,15:40,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005061,P006,Cedar Park,2025-03-09,R13,105,0,15:58,D13,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005105,P008,Harbor Pointe,2025-06-25,R20,98,0,15:43,D14,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005118,P004,Birchwood Commons,2025-03-20,R21,74,0,18:37,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005136,P006,Cedar Park,2025-04-23,R14,123,0,14:20,D08,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005181,P008,Harbor Pointe,2025-01-23,R11,126,2,14:26,D05,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005185,P008,Harbor Pointe,2025-06-19,R23,113,1,14:56,D14,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005191,P003,Green Oaks,2025-05-07,R17,98,0,18:23,D15,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005228,P004,Birchwood Commons,2025-05-09,R21,123,0,19:48,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005242,P004,Birchwood Commons,2025-01-27,R15,142,0,20:19,D16,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005249,P007,Willow Creek,2025-04-25,R16,64,0,20:50,D10,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005322,P006,Cedar Park,2025-06-02,R14,51,0,15:53,D08,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005323,P008,Harbor Pointe,2025-05-23,R23,94,0,16:01,D20,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005325,P008,Harbor Pointe,2025-03-21,R20,93,2,14:45,D16,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005328,P004,Birchwood Commons,2025-04-09,R12,144,0,20:46,D05,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005366,P004,Birchwood Commons,2025-02-25,R17,147,0,19:23,D12,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005370,P001,Sunset Ridge,2025-05-31,R14,64,1,17:15,D04,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005413,P007,Willow Creek,2025-01-30,R18,113,0,21:17,D01,Northeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005415,P003,Green Oaks,2025-05-04,R18,48,2,22:17,D15,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005436,P006,Cedar Park,2025-03-05,R18,152,0,21:33,D07,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005442,P006,Cedar Park,2025-02-13,R15,79,0,14:28,D16,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005460,P008,Harbor Pointe,2025-03-25,R21,129,3,22:49,D03,West,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005511,P008,Harbor Pointe,2025-02-06,R14,69,0,16:53,D14,Midwest,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
C005515,P006,Cedar Park,2025-03-09,R19,84,0,15:05,D05,Southeast,2026-06-25T06:46:29.225Z,2026-06-25T06:46:49.688Z
